index,ra,dec,mag
3248,0.362853,-20.058024,5.61
3249,2.061247,-4.103516,5.61
3250,3.255677,30.556689,5.61
3251,3.991703,-12.574425,5.61
3252,4.485257,-13.04837,5.61
3253,5.064797,-24.388151,5.61
3254,6.398866,-25.577629,5.61
3255,6.667474,-80.813593,5.61
3256,7.826502,-33.28895,5.61
3257,8.409726,-3.75124,5.61
3258,8.507948,-32.159285,5.61
3259,9.363909,-55.514686,5.61
3260,9.700098,39.757851,5.61
3261,10.420887,8.784845,5.61
3262,10.832506,-34.058183,5.61
3263,12.933468,38.314912,5.61
3264,13.663488,-40.051708,5.61
3265,13.81076,31.190206,5.61
3266,14.245191,-41.837495,5.61
3267,14.789599,-25.624267,5.61
3268,15.77895,-34.682454,5.61
3269,15.982697,36.643773,5.61
3270,16.263834,-57.91235,5.61
3271,16.529786,45.598281,5.61
3272,17.55829,-5.744803,5.61
3273,17.785568,17.697014,5.61
3274,18.349158,29.858925,5.61
3275,22.018152,13.119823,5.61
3276,22.856268,61.69674,5.61
3277,0.978852,-11.379975,5.62
3278,1.57716,-15.676359,5.62
3279,3.039588,4.352884,5.62
3280,3.306229,-0.930288,5.62
3281,3.53882,84.91104,5.62
3282,3.947798,22.477971,5.62
3283,4.072977,-12.792295,5.62
3284,5.707347,65.697649,5.62
3285,5.875883,-37.631063,5.62
3286,5.912119,-11.774192,5.62
3287,6.259518,-0.512189,5.62
3288,6.400281,-36.707764,5.62
3289,6.576481,-32.716255,5.62
3290,6.758664,-30.94898,5.62
3291,7.742825,-24.674079,5.62
3292,7.861952,-21.173662,5.62
3293,7.91482,-57.302806,5.62
3294,8.21913,29.656536,5.62
3295,8.720091,12.680876,5.62
3296,9.619413,-32.178646,5.62
3297,9.855481,-46.193871,5.62
3298,11.85062,-5.333332,5.62
3299,14.942239,-47.879198,5.62
3300,15.263633,0.372139,5.62
3301,16.196682,36.425094,5.62
3302,16.694507,-49.651552,5.62
3303,17.930781,22.464221,5.62
3304,18.591777,23.60553,5.62
3305,18.940481,65.258084,5.62
3306,20.076715,32.218598,5.62
3307,21.833369,-64.712537,5.62
3308,22.097496,-59.636072,5.62
3309,22.385535,-45.928488,5.62
3310,23.114894,-38.892293,5.62
3311,1.677674,43.297687,5.63
3312,1.700968,35.245707,5.63
3313,1.795668,63.852501,5.63
3314,3.326363,-24.122902,5.63
3315,6.082878,4.158671,5.63
3316,7.068124,-5.323979,5.63
3317,7.514638,68.465621,5.63
3318,8.297338,59.571133,5.63
3319,8.333486,-71.505377,5.63
3320,8.653257,65.020907,5.63
3321,8.745844,10.08167,5.63
3322,10.711997,-32.715673,5.63
3323,11.584695,54.785419,5.63
3324,12.504846,-23.696419,5.63
3325,13.115069,-35.862033,5.63
3326,13.62008,-61.691856,5.63
3327,13.683986,22.495768,5.63
3328,14.838814,82.511944,5.63
3329,14.939724,49.628449,5.63
3330,15.925023,-26.265993,5.63
3331,16.127094,9.891743,5.63
3332,16.543246,5.52122,5.63
3333,17.092294,-0.89207,5.63
3334,17.515381,31.158139,5.63
3335,18.474198,-38.995671,5.63
3336,18.503295,-18.728794,5.63
3337,19.041022,-24.846826,5.63
3338,19.082741,31.744072,5.63
3339,19.888538,-3.114464,5.63
3340,20.459517,38.440332,5.63
3341,21.076292,5.502862,5.63
3342,21.38347,-22.669048,5.63
3343,21.787212,2.686124,5.63
3344,23.454157,-58.47611,5.63
3345,23.577279,33.497328,5.63
3346,17.088714,54.469093,5.63
3347,0.760862,74.988073,5.64
3348,1.084821,14.946133,5.64
3349,2.060927,25.935471,5.64
3350,2.189189,8.569805,5.64
3351,2.610531,12.447639,5.64
3352,3.106579,13.18725,5.64
3353,4.306444,21.579297,5.64
3354,4.390294,16.77726,5.64
3355,4.852594,48.740685,5.64
3356,5.339615,62.653711,5.64
3357,5.407914,-16.975781,5.64
3358,7.018318,-25.215634,5.64
3359,7.270965,-46.774533,5.64
3360,7.555434,-19.412525,5.64
3361,7.713376,-26.351326,5.64
3362,9.032774,-0.482673,5.64
3363,9.725906,29.974473,5.64
3364,10.182184,-8.418462,5.64
3365,11.546693,-40.436194,5.64
3366,11.58703,-47.37258,5.64
3367,11.621074,-75.896544,5.64
3368,13.097853,45.26855,5.64
3369,13.242023,11.331656,5.64
3370,14.993598,39.265333,5.64
3371,15.470947,-16.716484,5.64
3372,15.672598,-73.446685,5.64
3373,16.745165,-40.839675,5.64
3374,17.001745,-54.597179,5.64
3375,18.427444,8.032006,5.64
3376,18.90368,27.909528,5.64
3377,19.600459,-24.719081,5.64
3378,19.6787,-0.621233,5.64
3379,20.398106,-42.422868,5.64
3380,21.196733,59.98661,5.64
3381,21.43968,-37.829429,5.64
3382,22.500503,32.572638,5.64
3383,23.282659,-62.001198,5.64
3384,2.213206,-2.393637,5.65
3385,2.628278,-3.396175,5.65
3386,3.834564,44.967856,5.65
3387,4.983713,-16.376027,5.65
3388,5.61916,-80.469122,5.65
3389,6.013661,-51.216319,5.65
3390,6.072296,-32.17243,5.65
3391,6.88856,-19.032763,5.65
3392,7.449856,-23.086023,5.65
3393,8.020525,4.879824,5.65
3394,9.773225,1.785586,5.65
3395,10.904938,-13.758036,5.65
3396,12.772928,9.539684,5.65
3397,12.807297,-27.597384,5.65
3398,13.430657,-70.627248,5.65
3399,13.486945,10.81831,5.65
3400,14.977572,-27.657314,5.65
3401,15.030754,-83.227646,5.65
3402,15.079711,-83.038311,5.65
3403,15.334763,51.958515,5.65
3404,15.363507,-48.317628,5.65
3405,15.386265,-60.657176,5.65
3406,15.62755,69.283344,5.65
3407,17.428155,60.048398,5.65
3408,17.55634,19.256677,5.65
3409,18.495823,77.547068,5.65
3410,19.254822,21.232118,5.65
3411,19.274108,14.544616,5.65
3412,20.005621,-33.703452,5.65
3413,20.238617,-52.44577,5.65
3414,22.019232,8.257164,5.65
3415,23.354305,-26.986769,5.65
3416,0.269126,-31.446394,5.66
3417,0.740612,47.863984,5.66
3418,1.624389,-84.769593,5.66
3419,2.144606,58.423601,5.66
3420,3.752705,24.83926,5.66
3421,3.76646,45.681899,5.66
3422,3.86673,6.534907,5.66
3423,4.690032,48.300881,5.66
3424,4.719249,-30.765557,5.66
3425,5.353524,29.569884,5.66
3426,6.777505,-10.10736,5.66
3427,7.601082,-14.492771,5.66
3428,7.608789,46.180288,5.66
3429,8.152641,-48.684413,5.66
3430,8.157926,-16.248922,5.66
3431,8.159342,-56.085384,5.66
3432,8.639504,53.401539,5.66
3433,9.486845,-20.749127,5.66
3434,10.318083,-64.676258,5.66
3435,10.337977,-47.69909,5.66
3436,10.853067,56.58225,5.66
3437,12.19755,25.87028,5.66
3438,12.38933,-24.840669,5.66
3439,13.920042,-52.160822,5.66
3440,16.496367,-14.550879,5.66
3441,17.204502,-39.506949,5.66
3442,17.530439,28.407499,5.66
3443,19.449022,-29.743225,5.66
3444,19.617595,-18.231052,5.66
3445,20.539915,-9.853384,5.66
3446,20.857844,28.250505,5.66
3447,21.642205,5.771742,5.66
3448,21.702809,1.285253,5.66
3449,22.647629,-33.081347,5.66
3450,23.001607,-25.16418,5.66
3451,23.483598,-63.110656,5.66
3452,23.627655,-13.060243,5.66
3453,0.134303,-33.529326,5.67
3454,0.507242,-48.21491,5.67
3455,1.17188,42.081475,5.67
3456,2.25794,-67.746366,5.67
3457,3.125541,-78.989244,5.67
3458,3.542992,-50.378646,5.67
3459,4.029482,9.998017,5.67
3460,4.299776,-80.214033,5.67
3461,4.568963,5.568616,5.67
3462,5.178585,46.96207,5.67
3463,5.558786,18.540231,5.67
3464,5.583613,-6.00927,5.67
3465,6.082829,5.41997,5.67
3466,6.334507,14.651127,5.67
3467,8.405637,-80.914202,5.67
3468,8.415328,-23.153745,5.67
3469,8.676461,-45.191103,5.67
3470,8.876284,32.474157,5.67
3471,9.773147,11.810043,5.67
3472,10.583933,8.650425,5.67
3473,11.075343,-47.679103,5.67
3474,14.683721,-36.134858,5.67
3475,15.139939,26.301152,5.67
3476,16.204456,-28.417305,5.67
3477,16.396437,61.696461,5.67
3478,16.470881,-58.599795,5.67
3479,18.165004,3.119827,5.67
3480,18.556426,-38.725985,5.67
3481,18.945851,57.814851,5.67
3482,19.621498,16.462802,5.67
3483,20.073098,-0.709309,5.67
3484,20.860681,-62.429335,5.67
3485,21.156052,-73.172968,5.67
3486,21.409445,26.17456,5.67
3487,0.078304,67.166445,5.68
3488,2.177109,19.500338,5.68
3489,3.4997,-78.35185,5.68
3490,3.705263,19.700254,5.68
3491,4.879933,42.586626,5.68
3492,5.358845,-0.416491,5.68
3493,6.840416,13.413177,5.68
3494,6.866664,23.601718,5.68
3495,7.145098,-70.497087,5.68
3496,7.638391,-48.601436,5.68
3497,8.534712,-53.21192,5.68
3498,8.959777,15.581281,5.68
3499,9.616725,-25.296759,5.68
3500,10.046931,21.949258,5.68
3501,11.840911,-62.649381,5.68
3502,12.459754,55.712724,5.68
3503,12.495344,20.896109,5.68
3504,12.639557,1.854662,5.68
3505,13.776573,54.432679,5.68
3506,14.75839,0.717271,5.68
3507,14.821874,-24.25147,5.68
3508,14.828143,48.720804,5.68
3509,15.306807,20.572778,5.68
3510,17.313479,28.822968,5.68
3511,17.560941,16.317553,5.68
3512,17.84122,-53.612406,5.68
3513,18.730999,31.926613,5.68
3514,18.900025,-21.359845,5.68
3515,19.843702,40.599759,5.68
3516,19.986261,23.101281,5.68
3517,20.427925,21.409642,5.68
3518,20.649867,30.334265,5.68
3519,20.699028,41.716875,5.68
3520,20.930501,47.417656,5.68
3521,21.36678,49.388848,5.68
3522,22.795213,-14.056428,5.68
3523,23.018763,-50.950028,5.68
3524,23.12926,49.295776,5.68
3525,23.162261,59.332692,5.68
3526,23.17851,17.594372,5.68
3527,23.606468,2.102222,5.68
3528,0.539939,6.955463,5.69
3529,1.000988,44.713243,5.69
3530,1.557142,58.327334,5.69
3531,1.602361,-29.907317,5.69
3532,1.935927,37.25183,5.69
3533,2.993381,-25.274133,5.69
3534,4.281542,61.849989,5.69
3535,5.395086,-0.159818,5.69
3536,5.452298,30.208603,5.69
3537,6.532864,-58.753835,5.69
3538,7.022612,70.808296,5.69
3539,7.161951,-25.231034,5.69
3540,7.611398,-19.702338,5.69
3541,7.6122,-48.830167,5.69
3542,7.871911,-14.846175,5.69
3543,11.099324,-27.287853,5.69
3544,12.268763,40.66018,5.69
3545,13.361567,2.087243,5.69
3546,13.448922,-41.497562,5.69
3547,13.543307,-28.692768,5.69
3548,14.088903,-76.796752,5.69
3549,16.141132,8.53431,5.69
3550,17.016149,22.632095,5.69
3551,17.3626,53.420428,5.69
3552,17.400299,-62.864153,5.69
3553,17.57847,-32.581662,5.69
3554,17.80688,20.565441,5.69
3555,17.998946,45.501378,5.69
3556,18.498871,-47.220546,5.69
3557,18.778701,-10.125048,5.69
3558,18.935034,18.10541,5.69
3559,19.021488,26.291411,5.69
3560,20.032944,-13.637217,5.69
3561,20.3532,63.980122,5.69
3562,20.645552,13.315125,5.69
3563,21.007691,19.329581,5.69
3564,21.100317,-30.12512,5.69
3565,21.723791,38.283589,5.69
3566,21.893717,19.668437,5.69
3567,22.092964,28.963981,5.69
3568,0.041584,8.485463,5.7
3569,0.105277,-49.075191,5.7
3570,0.795339,-18.061339,5.7
3571,1.246992,-0.973795,5.7
3572,1.696655,-60.789339,5.7
3573,1.700833,-36.832305,5.7
3574,1.869268,50.792794,5.7
3575,1.975973,49.204352,5.7
3576,3.35189,3.67562,5.7
3577,3.906435,-40.357009,5.7
3578,4.179935,-8.819814,5.7
3579,5.981455,12.808264,5.7
3580,6.149418,2.499692,5.7
3581,6.287816,5.100112,5.7
3582,6.644317,39.390854,5.7
3583,6.66185,-30.470491,5.7
3584,7.324494,-16.395244,5.7
3585,7.480968,48.18393,5.7
3586,7.874929,-54.367165,5.7
3587,8.767354,-2.048655,5.7
3588,8.919936,-54.965768,5.7
3589,10.072486,-24.285534,5.7
3590,10.19624,-58.060544,5.7
3591,10.98715,-33.737595,5.7
3592,11.146969,24.658464,5.7
3593,12.616204,17.089536,5.7
3594,12.849413,-52.787424,5.7
3595,13.127305,-53.459764,5.7
3596,13.592027,-5.396191,5.7
3597,13.897507,53.728677,5.7
3598,14.720431,-24.997753,5.7
3599,15.199363,-48.743687,5.7
3600,16.098851,-72.400898,5.7
3601,17.40183,22.960285,5.7
3602,19.463366,-54.325272,5.7
3603,19.489951,-43.445195,5.7
3604,19.910459,-8.227289,5.7
3605,20.193007,62.078542,5.7
3606,20.256604,33.729084,5.7
3607,20.946479,-26.296378,5.7
3608,21.399672,24.274135,5.7
3609,21.580848,-20.084274,5.7
3610,21.866954,55.796743,5.7
3611,22.537851,76.226441,5.7
3612,23.842579,-14.40149,5.7
3613,5.124227,18.647141,5.7
3614,0.017941,-48.809876,5.71
3615,0.22524,41.03537,5.71
3616,1.129502,-9.78555,5.71
3617,3.209209,-57.321549,5.71
3618,3.459281,-35.681323,5.71
3619,4.188967,5.523047,5.71
3620,4.565202,-6.738908,5.71
3621,4.918562,-16.74067,5.71
3622,4.921847,-16.417767,5.71
3623,5.087832,-26.152391,5.71
3624,5.609915,-6.064752,5.71
3625,6.016267,47.901923,5.71
3626,6.163322,-22.774343,5.71
3627,6.606347,-18.659904,5.71
3628,7.242395,12.115824,5.71
3629,8.365169,-17.586334,5.71
3630,8.525145,24.081105,5.71
3631,8.788568,-46.155415,5.71
3632,9.914234,-50.243959,5.71
3633,10.076759,53.891716,5.71
3634,10.608994,-12.230121,5.71
3635,11.155302,36.309379,5.71
3636,11.609706,-33.570057,5.71
3637,12.291827,28.937189,5.71
3638,12.422706,-35.186417,5.71
3639,12.815059,14.122584,5.71
3640,12.854994,-60.329789,5.71
3641,13.886925,17.932868,5.71
3642,15.030255,-0.140295,5.71
3643,15.459193,-64.531504,5.71
3644,15.788144,14.115348,5.71
3645,18.159415,3.993276,5.71
3646,18.386712,-12.014755,5.71
3647,18.466326,6.194104,5.71
3648,18.532284,-43.507383,5.71
3649,18.810538,-65.077679,5.71
3650,19.4364,-15.053251,5.71
3651,19.572161,51.23662,5.71
3652,19.933684,16.634799,5.71
3653,20.326863,62.257472,5.71
3654,21.420285,-9.748552,5.71
3655,21.902881,-4.27618,5.71
3656,0.418445,53.046786,5.72
3657,0.500655,-3.957332,5.72
3658,0.69621,-56.501315,5.72
3659,2.217584,15.27986,5.72
3660,2.594095,37.312263,5.72
3661,2.687222,-0.695653,5.72
3662,3.311429,-18.559794,5.72
3663,3.472416,33.807557,5.72
3664,3.75441,-47.359476,5.72
3665,4.28558,57.860355,5.72
3666,4.367643,14.077198,5.72
3667,4.466883,21.619907,5.72
3668,4.751156,-21.283383,5.72
3669,5.786987,14.488322,5.72
3670,6.102603,-66.039621,5.72
3671,6.1763,-27.154343,5.72
3672,6.62051,-36.990651,5.72
3673,6.828143,32.606756,5.72
3674,7.246117,-46.849672,5.72
3675,8.591166,-7.982292,5.72
3676,8.889601,61.962268,5.72
3677,8.947218,45.631646,5.72
3678,9.19965,-19.747628,5.72
3679,9.474771,8.188298,5.72
3680,9.704137,69.237537,5.72
3681,9.844985,-46.933923,5.72
3682,9.904905,-45.283516,5.72
3683,12.167616,5.807008,5.72
3684,12.252366,70.200008,5.72
3685,13.616412,24.613297,5.72
3686,14.277423,-66.587894,5.72
3687,14.72901,40.459254,5.72
3688,14.953244,16.388128,5.72
3689,14.957765,-21.415475,5.72
3690,15.377341,63.341439,5.72
3691,15.397844,-12.369501,5.72
3692,16.121168,-36.755676,5.72
3693,16.257955,18.808087,5.72
3694,17.466002,-52.297168,5.72
3695,17.55202,41.243449,5.72
3696,18.031772,-22.780298,5.72
3697,18.097114,32.230674,5.72
3698,19.422665,-13.89713,5.72
3699,22.245656,42.95391,5.72
3700,22.561281,56.624737,5.72
3701,22.681299,14.549161,5.72
3702,22.919711,-4.987899,5.72
3703,22.946613,-47.969221,5.72
3704,23.959159,-82.169804,5.72
3705,0.893839,-62.871352,5.73
3706,2.757629,-63.704553,5.73
3707,4.408098,34.130758,5.73
3708,4.688822,28.614994,5.73
3709,5.390006,-39.678423,5.73
3710,5.722686,-18.557475,5.73
3711,6.54416,-32.030447,5.73
3712,7.004396,16.078998,5.73
3713,7.662171,-38.139287,5.73
3714,8.174218,25.507334,5.73
3715,8.321437,62.507159,5.73
3716,9.15117,-18.328548,5.73
3717,9.617384,16.437952,5.73
3718,10.369607,41.22953,5.73
3719,10.916163,34.034798,5.73
3720,11.43254,55.850459,5.73
3721,11.69286,31.746058,5.73
3722,11.828258,34.931758,5.73
3723,12.370009,-68.307316,5.73
3724,13.61346,-26.495198,5.73
3725,13.677909,19.955719,5.73
3726,13.863174,-69.401258,5.73
3727,15.925166,42.566193,5.73
3728,16.058718,76.793939,5.73
3729,16.844155,29.806538,5.73
3730,17.073534,-57.712166,5.73
3731,17.722659,24.327821,5.73
3732,18.746722,37.594615,5.73
3733,19.054915,-38.253147,5.73
3734,19.457212,52.320436,5.73
3735,20.058338,16.031255,5.73
3736,20.060373,29.896805,5.73
3737,20.254806,-27.032977,5.73
3738,20.450624,49.383367,5.73
3739,21.262738,-53.263084,5.73
3740,21.603046,-26.171516,5.73
3741,21.706376,41.077019,5.73
3742,22.597857,39.634331,5.73
3743,22.929029,36.35139,5.73
3744,23.736676,-64.404451,5.73
3745,0.282513,61.533185,5.74
3746,0.806382,5.280615,5.74
3747,2.578507,-7.859445,5.74
3748,2.602574,-30.044978,5.74
3749,2.706094,20.011465,5.74
3750,3.160206,29.07708,5.74
3751,3.46693,-11.2866,5.74
3752,3.711871,59.969391,5.74
3753,4.462788,-62.521206,5.74
3754,5.045828,-22.795052,5.74
3755,5.609784,54.428658,5.74
3756,6.115976,-21.812299,5.74
3757,6.477568,-32.371279,5.74
3758,6.839819,-31.706057,5.74
3759,6.921853,25.375697,5.74
3760,7.130414,7.471214,5.74
3761,7.354864,45.2282,5.74
3762,7.938514,-60.526436,5.74
3763,8.426538,2.102209,5.74
3764,8.747758,-37.147249,5.74
3765,9.066778,54.283887,5.74
3766,9.373331,-46.047445,5.74
3767,9.539003,-19.400303,5.74
3768,10.300583,65.108351,5.74
3769,10.696747,68.443499,5.74
3770,10.73089,-64.249042,5.74
3771,11.225219,-59.619318,5.74
3772,11.494957,15.413269,5.74
3773,12.543334,-13.859105,5.74
3774,13.449205,78.643869,5.74
3775,13.666622,-49.949956,5.74
3776,13.913646,-67.6521,5.74
3777,14.541926,55.39801,5.74
3778,14.577676,49.368354,5.74
3779,14.61226,-40.21158,5.74
3780,14.636837,43.64213,5.74
3781,14.774724,-47.441116,5.74
3782,15.276859,-60.903996,5.74
3783,15.515514,64.208693,5.74
3784,15.851891,-55.055533,5.74
3785,15.982821,-65.037585,5.74
3786,16.193899,23.494801,5.74
3787,16.695134,1.181231,5.74
3788,16.772563,-58.503595,5.74
3789,17.002641,-24.98907,5.74
3790,17.326961,80.136399,5.74
3791,17.635973,-10.926268,5.74
3792,17.982135,-36.858376,5.74
3793,18.002526,80.004095,5.74
3794,18.104221,-4.751252,5.74
3795,18.499086,-57.523143,5.74
3796,18.560839,-14.853614,5.74
3797,18.625974,62.526591,5.74
3798,19.978116,-69.163957,5.74
3799,21.649339,57.489037,5.74
3800,21.914766,56.611227,5.74
3801,22.124608,19.475526,5.74
3802,23.744643,-78.791442,5.74
3803,23.787754,-11.911126,5.74
3804,1.561899,-7.025341,5.75
3805,1.695787,-11.324669,5.75
3806,2.29996,57.89982,5.75
3807,3.019451,-7.663012,5.75
3808,4.183061,33.586792,5.75
3809,4.935299,52.869761,5.75
3810,5.241346,-35.976996,5.75
3811,5.552049,-35.139376,5.75
3812,6.162218,23.113466,5.75
3813,6.476136,30.493034,5.75
3814,6.674679,77.995782,5.75
3815,6.805296,-1.318922,5.75
3816,6.821225,-2.272038,5.75
3817,6.880408,8.380373,5.75
3818,7.122941,-23.840722,5.75
3819,7.189741,26.856587,5.75
3820,7.26588,27.897419,5.75
3821,7.489474,-10.326664,5.75
3822,8.466506,-35.113761,5.75
3823,8.920119,-18.241189,5.75
3824,9.512804,-31.889222,5.75
3825,9.993395,29.645233,5.75
3826,11.227611,-53.231813,5.75
3827,12.148281,-44.325989,5.75
3828,12.889416,-60.328489,5.75
3829,12.915702,47.196722,5.75
3830,13.418522,23.854419,5.75
3831,15.136703,-40.58393,5.75
3832,15.171843,-26.332621,5.75
3833,15.238658,-70.079476,5.75
3834,16.126782,-12.74541,5.75
3835,16.407037,55.205096,5.75
3836,17.40876,16.301006,5.75
3837,17.733103,53.801715,5.75
3838,19.811683,11.815896,5.75
3839,20.006418,-66.94936,5.75
3840,20.689902,-31.598289,5.75
3841,20.709755,82.531158,5.75
3842,21.142417,-63.92826,5.75
3843,21.17099,53.5631,5.75
3844,21.324652,49.510294,5.75
3845,21.468955,32.22533,5.75
3846,22.086481,26.673689,5.75
3847,22.285139,-5.387164,5.75
3848,22.303505,62.804388,5.75
3849,23.403681,-51.891174,5.75
3850,23.45205,42.91201,5.75
3851,1.663169,-56.1964,5.76
3852,1.930844,23.577322,5.76
3853,2.717451,55.106019,5.76
3854,2.930138,18.33164,5.76
3855,3.498656,-42.634256,5.76
3856,3.543319,9.373438,5.76
3857,3.765132,24.554511,5.76
3858,3.894081,48.650495,5.76
3859,4.34479,6.130798,5.76
3860,4.543765,-3.209541,5.76
3861,4.809037,-16.329484,5.76
3862,5.587631,-33.079724,5.76
3863,6.200372,19.790543,5.76
3864,6.328043,-34.396591,5.76
3865,6.428793,-48.176898,5.76
3866,6.477061,-17.466009,5.76
3867,6.639725,28.984354,5.76
3868,7.663299,-38.260652,5.76
3869,7.879961,-5.428257,5.76
3870,8.578858,36.419619,5.76
3871,9.153198,-12.357706,5.76
3872,10.532622,-45.06671,5.76
3873,11.572764,3.060165,5.76
3874,12.578448,-44.673018,5.76
3875,12.821516,27.552379,5.76
3876,13.209145,11.556096,5.76
3877,13.349367,-46.880008,5.76
3878,13.40923,-5.16401,5.76
3879,13.977479,21.696219,5.76
3880,14.799322,-26.646155,5.76
3881,14.821853,46.116205,5.76
3882,15.15831,-67.084133,5.76
3883,15.637833,46.797751,5.76
3884,15.934982,-60.482477,5.76
3885,16.340345,-55.139706,5.76
3886,16.520398,22.195458,5.76
3887,17.038526,25.50562,5.76
3888,17.313287,-44.129746,5.76
3889,17.38531,-56.525547,5.76
3890,17.405221,-60.673799,5.76
3891,17.625304,24.309991,5.76
3892,17.944955,-28.065394,5.76
3893,18.356385,-18.859999,5.76
3894,18.517903,16.928556,5.76
3895,18.626656,-0.309472,5.76
3896,18.727035,-64.551425,5.76
3897,19.440037,13.023801,5.76
3898,19.54828,-53.185618,5.76
3899,19.877143,-54.971026,5.76
3900,19.902299,-8.574211,5.76
3901,20.306876,55.397095,5.76
3902,20.554894,-80.964862,5.76
3903,21.005976,-51.265312,5.76
3904,21.406893,-41.006695,5.76
3905,22.206235,63.291035,5.76
3906,22.407517,-13.529369,5.76
3907,22.443718,4.393766,5.76
3908,22.527168,-85.967253,5.76
3909,22.986615,11.728844,5.76
3910,23.880702,-8.996756,5.76
3911,0.248476,-9.569571,5.77
3912,0.423391,1.939692,5.77
3913,1.142627,58.263449,5.77
3914,4.410404,33.959686,5.77
3915,4.810107,-5.674045,5.77
3916,5.467114,17.23913,5.77
3917,5.498548,1.78926,5.77
3918,6.83938,-17.084555,5.77
3919,7.218665,-11.251341,5.77
3920,7.409292,27.637857,5.77
3921,7.67075,38.344539,5.77
3922,7.98071,-60.824462,5.77
3923,8.199991,-46.644351,5.77
3924,8.237017,-35.490019,5.77
3925,9.424253,-61.950476,5.77
3926,9.581508,72.205679,5.77
3927,10.213435,4.61468,5.77
3928,10.722478,4.747669,5.77
3929,11.220746,-44.372216,5.77
3930,11.494061,-24.464011,5.77
3931,12.223623,-38.929188,5.77
3932,13.258882,40.855199,5.77
3933,13.863117,-46.898666,5.77
3934,14.000037,-25.010403,5.77
3935,15.123874,-49.088612,5.77
3936,15.599182,54.630567,5.77
3937,16.605958,-2.324584,5.77
3938,16.677413,4.219789,5.77
3939,17.399338,8.852571,5.77
3940,17.887274,6.101424,5.77
3941,18.523804,-10.795836,5.77
3942,21.108401,31.184657,5.77
3943,21.549052,49.977629,5.77
3944,21.650329,20.265451,5.77
3945,23.249611,-41.105397,5.77
3946,23.348123,38.182326,5.77
3947,23.824299,1.076131,5.77
3948,23.855902,9.313351,5.77
3949,0.072165,-16.529036,5.78
3950,0.222099,-84.993978,5.78
3951,0.607595,60.326215,5.78
3952,1.722151,60.551332,5.78
3953,1.81155,32.69021,5.78
3954,1.881142,-16.92925,5.78
3955,2.616281,-34.577977,5.78
3956,2.742493,15.311862,5.78
3957,3.203957,27.256968,5.78
3958,3.408249,33.535962,5.78
3959,3.864922,34.359119,5.78
3960,4.349455,-81.57992,5.78
3961,4.533845,53.91083,5.78
3962,4.635956,16.033291,5.78
3963,4.734811,-8.503571,5.78
3964,5.3621,8.428556,5.78
3965,5.433285,-19.695399,5.78
3966,5.781149,9.522343,5.78
3967,6.193496,48.710989,5.78
3968,6.20559,32.69338,5.78
3969,6.40385,-60.281325,5.78
3970,6.58773,0.890216,5.78
3971,6.847176,-0.540882,5.78
3972,7.038193,15.336008,5.78
3973,7.094174,9.1858,5.78
3974,7.260953,7.977742,5.78
3975,7.484699,-31.456216,5.78
3976,7.576333,-27.012275,5.78
3977,7.645528,-36.49683,5.78
3978,7.820257,-60.283688,5.78
3979,7.828054,-66.195974,5.78
3980,8.022434,59.047398,5.78
3981,8.896851,-60.353909,5.78
3982,9.192607,-46.583911,5.78
3983,10.224448,-51.755788,5.78
3984,12.087451,76.905734,5.78
3985,12.498388,-56.52494,5.78
3986,12.600289,-39.869505,5.78
3987,13.185805,-42.232891,5.78
3988,14.768319,15.131788,5.78
3989,14.906354,-11.898348,5.78
3990,15.835304,-53.20977,5.78
3991,15.925665,-60.177647,5.78
3992,15.955924,-36.185344,5.78
3993,16.222984,-55.540947,5.78
3994,16.916251,-41.150858,5.78
3995,17.513056,86.968047,5.78
3996,17.687844,-46.92183,5.78
3997,17.859853,-60.164056,5.78
3998,18.641865,-23.504893,5.78
3999,19.110665,24.250793,5.78
4000,20.565234,46.693866,5.78
4001,20.913283,-17.922894,5.78
4002,21.454117,-21.19621,5.78
4003,21.859513,19.826682,5.78
4004,22.177065,11.624539,5.78
4005,22.419573,-70.431622,5.78
4006,23.912951,0.109309,5.78
4007,0.345978,32.911186,5.79
4008,1.52868,-30.283081,5.79
4009,2.262789,25.782937,5.79
4010,2.601357,6.88687,5.79
4011,2.670117,-9.452875,5.79
4012,3.263325,57.14062,5.79
4013,3.559731,39.899478,5.79
4014,3.766907,67.201605,5.79
4015,4.559453,-62.823677,5.79
4016,4.930598,15.040278,5.79
4017,4.963513,23.948562,5.79
4018,4.969275,25.050405,5.79
4019,5.579106,-73.741277,5.79
4020,5.834079,9.871218,5.79
4021,6.101538,-29.758624,5.79
4022,6.316382,-20.925611,5.79
4023,6.684845,0.495323,5.79
4024,7.418977,-13.751978,5.79
4025,7.423686,-25.217767,5.79
4026,7.46435,-11.556867,5.79
4027,7.697735,13.480453,5.79
4028,8.597787,-50.969651,5.79
4029,8.765339,-79.504373,5.79
4030,8.880005,-38.724086,5.79
4031,9.32587,-15.834663,5.79
4032,9.362026,56.699219,5.79
4033,9.853347,-59.425774,5.79
4034,10.501792,38.925132,5.79
4035,10.728702,57.199203,5.79
4036,11.164831,-32.367529,5.79
4037,11.233843,8.060695,5.79
4038,12.395765,-38.911381,5.79
4039,12.99431,-3.811926,5.79
4040,13.153454,10.022468,5.79
4041,13.669656,-64.576553,5.79
4042,15.630011,-23.141698,5.79
4043,16.055379,36.631787,5.79
4044,16.470685,-37.179881,5.79
4045,16.992771,-69.268164,5.79
