index,ra,dec,mag
1653,17.338575,18.057081,5.01
1654,19.816294,19.142042,5.01
1655,19.965842,-15.49149,5.01
1656,4.480601,13.047602,5.02
1657,5.410873,37.385346,5.02
1658,9.553461,-21.115722,5.02
1659,10.54913,-47.003353,5.02
1660,10.928999,33.506929,5.02
1661,13.942827,27.492082,5.02
1662,14.880855,-37.80316,5.02
1663,15.284968,71.823901,5.02
1664,17.817862,50.781075,5.02
1665,17.824155,76.962881,5.02
1666,18.359075,49.121593,5.02
1667,18.747205,2.060038,5.02
1668,18.955688,-20.656346,5.02
1669,19.421247,-24.508575,5.02
1670,21.795598,-30.898304,5.02
1671,2.109423,22.648317,5.03
1672,4.83656,-16.217159,5.03
1673,6.054333,-26.284544,5.03
1674,7.280392,-36.592633,5.03
1675,7.765797,-14.563805,5.03
1676,8.490968,-44.724812,5.03
1677,10.99112,40.430257,5.03
1678,12.585489,18.377058,5.03
1679,13.693549,-8.702984,5.03
1680,14.249208,-57.086126,5.03
1681,16.862573,24.656433,5.03
1682,17.03129,-32.143519,5.03
1683,17.310275,10.864475,5.03
1684,18.710543,55.539457,5.03
1685,19.380888,-54.423931,5.03
1686,19.511066,-2.788887,5.03
1687,19.843813,52.988001,5.03
1688,20.909344,28.057621,5.03
1689,0.038867,-29.720414,5.04
1690,1.133559,43.942092,5.04
1691,1.768392,-53.522037,5.04
1692,3.270057,50.937664,5.04
1693,4.700965,-37.144297,5.04
1694,5.984531,-9.55825,5.04
1695,6.117604,-62.154581,5.04
1696,6.274061,12.272163,5.04
1697,6.718051,44.52445,5.04
1698,7.391254,25.050531,5.04
1699,7.657942,17.674519,5.04
1700,7.715865,-45.173118,5.04
1701,8.111206,-45.266015,5.04
1702,12.079616,-76.519061,5.04
1703,13.200984,-16.198601,5.04
1704,13.418694,-74.887818,5.04
1705,13.490348,-51.165134,5.04
1706,15.282471,-60.957255,5.04
1707,15.321888,1.765408,5.04
1708,15.515488,40.833047,5.04
1709,15.888905,-20.16704,5.04
1710,21.307551,43.945945,5.04
1711,21.615827,40.413521,5.04
1712,21.987518,73.179896,5.04
1713,22.629273,-4.228056,5.04
1714,3.318787,50.094966,5.05
1715,3.819782,24.136712,5.05
1716,5.082776,-49.577837,5.05
1717,5.333589,33.958054,5.05
1718,6.643787,-48.220183,5.05
1719,7.675295,87.020091,5.05
1720,8.652198,-22.661875,5.05
1721,18.117097,30.56214,5.05
1722,22.191828,59.414488,5.05
1723,23.158738,8.677161,5.05
1724,23.339051,5.381307,5.05
1725,23.798543,67.806808,5.05
1726,3.702594,63.216806,5.06
1727,5.25677,-26.943509,5.06
1728,5.362849,-24.772981,5.06
1729,6.145643,-68.843409,5.06
1730,6.197726,-6.550287,5.06
1731,6.465992,-4.762154,5.06
1732,7.571839,-23.473661,5.06
1733,8.305219,-65.613192,5.06
1734,10.103115,-47.369995,5.06
1735,11.014009,39.212092,5.06
1736,14.373108,-80.108945,5.06
1737,17.178425,-44.557719,5.06
1738,19.680601,45.524942,5.06
1739,19.708648,-16.123996,5.06
1740,20.022655,50.104695,5.06
1741,20.642198,24.115958,5.06
1742,20.834695,44.059304,5.06
1743,20.858347,-51.608179,5.06
1744,21.222351,-70.126267,5.06
1745,23.874802,19.120287,5.06
1746,0.545512,-63.0315,5.07
1747,0.816308,16.940644,5.07
1748,3.212899,-1.196101,5.07
1749,4.513916,-44.953749,5.07
1750,4.66519,53.079535,5.07
1751,5.40803,-0.891328,5.07
1752,6.973638,-34.111708,5.07
1753,7.222854,16.158966,5.07
1754,7.489012,28.118275,5.07
1755,7.790276,-38.511145,5.07
1756,9.53266,9.715767,5.07
1757,9.564857,-80.941258,5.07
1758,9.671768,-14.332292,5.07
1759,9.875121,-8.10503,5.07
1760,10.580004,6.953749,5.07
1761,11.529464,-59.442061,5.07
1762,14.212785,-27.261186,5.07
1763,16.603812,52.924422,5.07
1764,17.159238,40.777033,5.07
1765,17.532745,68.135024,5.07
1766,18.533874,-45.757382,5.07
1767,19.116279,11.071228,5.07
1768,20.652161,10.086203,5.07
1769,21.830748,30.174215,5.07
1770,22.085775,62.279814,5.07
1771,17.255734,-26.603215,5.07
1772,0.602306,54.16845,5.08
1773,3.804519,11.143294,5.08
1774,4.65256,15.799846,5.08
1775,4.856239,18.839861,5.08
1776,5.376036,79.231149,5.08
1777,5.460802,34.475892,5.08
1778,6.170632,-74.753045,5.08
1779,6.793673,-8.998503,5.08
1780,7.955118,-44.109859,5.08
1781,8.46017,-53.08848,5.08
1782,9.80981,46.021008,5.08
1783,10.504855,-0.637026,5.08
1784,10.566912,-23.745165,5.08
1785,10.605706,-59.564392,5.08
1786,10.7236,23.188404,5.08
1787,11.389415,-18.779973,5.08
1788,12.910251,-57.16867,5.08
1789,14.945554,-62.781016,5.08
1790,18.911976,-15.603036,5.08
1791,20.114835,23.614425,5.08
1792,20.455336,-18.211721,5.08
1793,21.888268,-13.551768,5.08
1794,22.596077,73.643188,5.08
1795,0.809777,-74.923438,5.09
1796,1.955848,17.817532,5.09
1797,3.500057,55.451808,5.09
1798,5.005755,81.194088,5.09
1799,6.560534,-1.220154,5.09
1800,7.365795,20.443658,5.09
1801,7.439403,-51.018481,5.09
1802,7.984921,-23.310396,5.09
1803,8.232865,-36.322281,5.09
1804,8.842628,-46.529187,5.09
1805,9.438324,-53.378909,5.09
1806,9.775462,57.12807,5.09
1807,9.832541,-45.732736,5.09
1808,11.389283,-64.954714,5.09
1809,12.266719,14.899071,5.09
1810,15.854331,-3.090497,5.09
1811,16.18391,-29.41622,5.09
1812,17.813652,25.622869,5.09
1813,18.371828,-38.656894,5.09
1814,20.08597,19.991071,5.09
1815,21.669749,43.273839,5.09
1816,21.88438,25.92514,5.09
1817,22.100543,45.014348,5.09
1818,22.333754,-80.439747,5.09
1819,23.043436,42.757795,5.09
1820,23.384602,12.31391,5.09
1821,23.722878,10.331536,5.09
1822,2.954801,31.934219,5.1
1823,3.379234,20.742069,5.1
1824,4.167439,80.698681,5.1
1825,4.397729,9.460968,5.1
1826,5.831539,-66.901187,5.1
1827,11.812524,-26.749777,5.1
1828,13.281425,-31.506196,5.1
1829,14.403151,5.820131,5.1
1830,16.020644,17.818397,5.1
1831,16.777779,-67.109691,5.1
1832,17.403636,-44.162576,5.1
1833,18.148018,20.045233,5.1
1834,19.309026,1.085129,5.1
1835,21.65924,2.243558,5.1
1836,21.750071,-9.082428,5.1
1837,23.001417,56.945374,5.1
1838,23.868518,-82.018818,5.1
1839,1.49337,-21.629339,5.11
1840,3.894151,-34.732297,5.11
1841,5.145472,-4.456207,5.11
1842,6.895068,68.888309,5.11
1843,7.310607,-36.742735,5.11
1844,9.96141,41.055633,5.11
1845,11.142778,-61.947175,5.11
1846,13.435483,-39.755107,5.11
1847,15.924891,-68.603001,5.11
1848,18.40383,39.507239,5.11
1849,18.729706,-38.323441,5.11
1850,19.152716,76.560502,5.11
1851,20.667347,-60.548892,5.11
1852,20.808084,-43.988544,5.11
1853,21.944207,63.625557,5.11
1854,22.274045,-41.627225,5.11
1855,22.64386,56.795632,5.11
1856,22.734856,41.819235,5.11
1857,1.906122,-42.49695,5.12
1858,3.060239,-59.737775,5.12
1859,5.112681,-4.655163,5.12
1860,7.179858,-48.932098,5.12
1861,7.367397,36.760584,5.12
1862,7.728307,-40.933746,5.12
1863,7.861663,1.766868,5.12
1864,9.273066,-44.265735,5.12
1865,9.562374,-49.005072,5.12
1866,10.69908,65.71628,5.12
1867,10.892911,54.585128,5.12
1868,11.530223,-59.515648,5.12
1869,12.595987,-41.021945,5.12
1870,12.777433,16.577691,5.12
1871,17.735752,-51.834053,5.12
1872,18.350283,28.869954,5.12
1873,18.523971,-18.402697,5.12
1874,18.583998,-10.977206,5.12
1875,19.51261,27.965276,5.12
1876,19.585349,-10.560444,5.12
1877,19.850456,10.415727,5.12
1878,20.565297,-44.516048,5.12
1879,22.35988,-21.59823,5.12
1880,23.05828,-34.749412,5.12
1881,0.030402,-3.027504,5.13
1882,0.241008,-7.780532,5.13
1883,1.296654,3.614466,5.13
1884,2.467139,-33.811039,5.13
1885,3.411267,64.585996,5.13
1886,5.587907,-5.389696,5.13
1887,8.334406,27.217707,5.13
1888,8.43188,7.564506,5.13
1889,11.54837,-31.087226,5.13
1890,14.132154,43.854452,5.13
1891,15.088656,-41.067236,5.13
1892,15.577033,-28.046983,5.13
1893,16.254257,-47.372021,5.13
1894,17.348391,24.499435,5.13
1895,19.194597,56.859213,5.13
1896,21.078621,-77.023767,5.13
1897,23.982155,-52.745807,5.13
1898,0.612903,44.488587,5.14
1899,1.240011,-7.922826,5.14
1900,3.506797,11.336442,5.14
1901,3.825748,33.091382,5.14
1902,5.438687,-58.91252,5.14
1903,6.057602,19.690561,5.14
1904,6.831838,-46.61456,5.14
1905,6.849191,67.571934,5.14
1906,7.014303,-51.402585,5.14
1907,7.060576,10.951817,5.14
1908,7.071757,-56.749724,5.14
1909,7.621303,-4.110979,5.14
1910,7.791757,33.415697,5.14
1911,7.964368,-45.577669,5.14
1912,8.08458,13.118215,5.14
1913,8.22671,-46.991628,5.14
1914,10.782634,-56.757192,5.14
1915,11.476413,-42.674203,5.14
1916,11.616852,-61.283442,5.14
1917,12.203311,77.616241,5.14
1918,12.348809,-13.565724,5.14
1919,13.304034,49.682062,5.14
1920,14.325689,-2.265518,5.14
1921,15.587476,39.010067,5.14
1922,15.948193,-33.966134,5.14
1923,17.300189,-24.286901,5.14
1924,18.976812,-60.20055,5.14
1925,19.228529,2.293707,5.14
1926,19.424611,19.798365,5.14
1927,19.88816,57.523482,5.14
1928,20.310853,34.982775,5.14
1929,20.699186,-66.760682,5.14
1930,1.185213,31.424736,5.15
1931,2.02844,-44.713509,5.15
1932,2.535045,36.147271,5.15
1933,6.294923,-16.815908,5.15
1934,7.777577,37.517394,5.15
1935,8.727854,-49.822802,5.15
1936,8.865787,43.726603,5.15
1937,9.139867,66.873235,5.15
1938,9.715895,72.252618,5.15
1939,10.225184,-66.372811,5.15
1940,11.121308,-42.638681,5.15
1941,11.635371,-61.826563,5.15
1942,12.060973,-42.434056,5.15
1943,12.368713,-67.522105,5.15
1944,13.131614,-10.740408,5.15
1945,13.78232,-36.251933,5.15
1946,14.766691,-25.443181,5.15
1947,14.844773,-15.997237,5.15
1948,15.243926,67.346722,5.15
1949,15.267785,-41.491155,5.15
1950,15.477288,1.842081,5.15
1951,16.763859,8.582616,5.15
1952,19.998665,37.042885,5.15
1953,20.656914,0.486445,5.15
1954,20.667485,-18.138659,5.15
1955,20.777462,16.124134,5.15
1956,23.195608,8.720116,5.15
1957,0.352017,37.968603,5.16
1958,2.372621,55.845653,5.16
1959,2.943729,-3.71232,5.16
1960,3.310482,50.222174,5.16
1961,5.848117,-52.108873,5.16
1962,6.523068,-12.391953,5.16
1963,7.862862,-13.898029,5.16
1964,8.254427,-62.915643,5.16
1965,9.155982,22.045446,5.16
1966,10.586017,57.082637,5.16
1967,13.911707,-1.503125,5.16
1968,15.08003,-64.03135,5.16
1969,15.429832,15.428036,5.16
1970,15.574032,-9.183416,5.16
1971,18.539257,-39.704001,5.16
1972,21.381559,6.81114,5.16
1973,21.692462,-14.047611,5.16
1974,22.873353,9.835664,5.16
1975,0.506293,-23.78768,5.17
1976,0.835443,-10.644326,5.17
1977,1.137477,54.92034,5.17
1978,2.633909,72.818252,5.17
1979,2.749328,12.445761,5.17
1980,4.394681,-3.74547,5.17
1981,7.828111,-17.228408,5.17
1982,8.981216,-47.234688,5.17
1983,8.990078,-59.083712,5.17
1984,11.933599,-17.150829,5.17
1985,12.130565,-75.367019,5.17
1986,12.405146,26.098606,5.17
1987,12.687765,-13.013901,5.17
1988,12.951212,-51.198752,5.17
1989,17.888341,40.007959,5.17
1990,19.10554,-52.34091,5.17
1991,19.416164,11.944415,5.17
1992,19.435868,36.317896,5.17
1993,19.610555,44.694936,5.17
1994,21.08729,-54.727042,5.17
1995,21.260528,-20.651696,5.17
1996,23.855927,-18.909163,5.17
1997,13.166389,17.528977,5.17
1998,0.358665,-28.981469,5.18
1999,0.470454,44.394452,5.18
2000,1.715493,70.622526,5.18
2001,4.110114,27.599903,5.18
2002,4.913027,11.426006,5.18
2003,5.194879,16.045673,5.18
2004,5.531318,-76.340964,5.18
2005,5.662277,25.897091,5.18
2006,5.766637,-32.306435,5.18
2007,6.997378,-67.916443,5.18
2008,7.411163,-16.201473,5.18
2009,8.355846,-36.484177,5.18
2010,8.42537,-51.727415,5.18
2011,8.666002,-53.054729,5.18
2012,9.239041,61.423318,5.18
2013,10.725822,46.203877,5.18
2014,11.288167,2.010556,5.18
2015,11.428717,-63.972475,5.18
2016,14.201122,69.432548,5.18
2017,14.926287,-60.114164,5.18
2018,18.877675,-52.10737,5.18
2019,19.653234,5.397773,5.18
2020,19.842776,38.722419,5.18
2021,20.2584,23.508906,5.18
2022,20.525112,74.954619,5.18
2023,21.717806,72.320084,5.18
2024,23.787776,-50.226461,5.18
2025,2.375704,-23.816326,5.19
2026,2.406919,50.006546,5.19
2027,5.126116,-63.399679,5.19
2028,6.070417,-6.708941,5.19
2029,6.453823,0.299246,5.19
2030,7.993762,-60.587061,5.19
2031,8.651428,-70.386745,5.19
2032,8.830972,-32.780525,5.19
2033,10.491306,-2.739078,5.19
2034,11.600744,69.322952,5.19
2035,13.279588,9.424156,5.19
2036,15.110444,-16.256818,5.19
2037,15.777772,62.599557,5.19
2038,16.513713,-61.633503,5.19
2039,17.433344,-50.63351,5.19
2040,20.237369,28.694817,5.19
2041,20.926858,13.721536,5.19
2042,21.322838,64.871855,5.19
2043,22.644182,63.584472,5.19
2044,23.377547,-15.039338,5.19
2045,0.502045,29.751557,5.2
2046,0.587466,-3.592846,5.2
2047,4.278638,53.611799,5.2
2048,4.569897,-8.231352,5.2
2049,5.916063,59.888367,5.2
2050,6.247467,19.156448,5.2
2051,6.491255,-56.852766,5.2
2052,6.706757,17.645303,5.2
2053,7.040217,24.215446,5.2
2054,7.067444,-42.33728,5.2
2055,7.265267,59.637467,5.2
2056,7.462324,21.445247,5.2
2057,8.159977,-44.122773,5.2
2058,8.671996,-40.263875,5.2
2059,8.699142,-45.410714,5.2
2060,11.695541,-32.499404,5.2
2061,12.34268,-22.215901,5.2
2062,13.095678,35.798899,5.2
2063,13.975319,-24.972249,5.2
2064,16.372618,33.799052,5.2
2065,18.453475,0.196108,5.2
2066,18.795726,-40.406167,5.2
2067,18.950441,32.901273,5.2
2068,19.123769,32.501738,5.2
2069,21.106855,-32.341618,5.2
2070,21.114794,38.749415,5.2
2071,23.318518,-13.458552,5.2
2072,1.129957,-41.486916,5.21
2073,1.228857,7.575354,5.21
2074,2.677666,-54.549911,5.21
2075,4.116795,29.001299,5.21
2076,5.980437,0.552979,5.21
2077,6.402867,-11.530088,5.21
2078,6.44691,58.417409,5.21
2079,6.698996,-9.167537,5.21
2080,11.424852,-36.063062,5.21
2081,13.266322,-19.943103,5.21
2082,13.549465,-10.165,5.21
2083,15.838207,2.196509,5.21
2084,17.387799,-47.468197,5.21
2085,22.57823,-20.708216,5.21
2086,0.745666,-22.006135,5.22
2087,2.092103,76.11506,5.22
2088,2.978355,-2.782877,5.22
2089,4.243398,10.011406,5.22
2090,4.626703,-2.473548,5.22
2091,5.102349,58.972372,5.22
2092,5.363448,41.804572,5.22
2093,6.530083,11.544412,5.22
2094,6.794327,48.789476,5.22
2095,7.032329,-5.722065,5.22
2096,7.467243,6.941968,5.22
2097,7.792085,-46.60849,5.22
2098,7.991217,-39.296944,5.22
2099,8.954152,15.322762,5.22
2100,11.212568,-64.16977,5.22
2101,11.443174,-61.115167,5.22
2102,12.035239,43.0456,5.22
2103,12.760294,7.673326,5.22
2104,14.331002,-61.272972,5.22
2105,14.783694,-52.383518,5.22
2106,16.796227,5.246746,5.22
2107,18.827807,-20.324656,5.22
2108,18.831366,32.551058,5.22
2109,19.380801,26.262403,5.22
2110,20.024594,64.820974,5.22
2111,21.490816,46.540585,5.22
2112,23.52149,39.236198,5.22
2113,1.352047,28.738207,5.23
2114,2.213355,21.210993,5.23
2115,3.109303,-6.088555,5.23
2116,6.741241,-31.070523,5.23
2117,7.402352,40.672389,5.23
2118,8.161988,-47.937193,5.23
2119,8.927689,27.927481,5.23
2120,8.992405,32.418559,5.23
2121,9.029046,-52.188685,5.23
2122,9.129115,10.668191,5.23
2123,9.981191,-35.890973,5.23
2124,10.774889,-64.263242,5.23
2125,10.891536,-20.138731,5.23
2126,12.924598,65.438474,5.23
2127,14.795779,-26.0875,5.23
2128,15.710645,-37.424935,5.23
2129,16.24469,33.858613,5.23
2130,16.859367,-41.230534,5.23
2131,16.909915,-6.153982,5.23
2132,17.58317,61.874554,5.23
2133,19.149976,6.073207,5.23
2134,20.03373,24.938043,5.23
2135,0.195552,-35.133119,5.24
2136,0.844768,-50.986816,5.24
2137,1.70827,20.268504,5.24
2138,3.014501,52.351744,5.24
2139,3.303309,-62.506363,5.24
2140,3.604837,-17.467064,5.24
2141,3.741808,-1.163091,5.24
2142,3.794347,-23.874677,5.24
2143,3.838593,25.579362,5.24
2144,4.364796,-63.386391,5.24
2145,4.569936,-8.970258,5.24
2146,5.391065,57.544395,5.24
2147,5.594301,-4.856067,5.24
2148,6.778983,43.577427,5.24
2149,7.309309,-39.210285,5.24
2150,7.534986,1.914481,5.24
2151,8.631154,-26.255,5.24
2152,9.240136,-43.227493,5.24
2153,9.27826,-6.353144,5.24
2154,11.641002,8.134298,5.24
2155,13.189789,-43.368553,5.24
2156,15.104638,54.556318,5.24
2157,16.230807,-11.837747,5.24
2158,16.462071,-7.597929,5.24
2159,16.50932,20.479188,5.24
2160,18.405067,-44.110256,5.24
2161,19.951749,-58.901351,5.24
2162,20.654533,-14.95476,5.24
2163,20.984753,4.29461,5.24
2164,21.700192,-23.262858,5.24
2165,22.196848,56.839357,5.24
2166,22.792535,-19.613375,5.24
2167,23.736688,-18.276938,5.24
2168,18.051202,-8.181708,5.24
2169,1.702389,-32.32697,5.25
2170,2.265635,33.358895,5.25
2171,2.817062,-62.806521,5.25
2172,5.39171,-13.927352,5.25
2173,6.539271,-37.696702,5.25
2174,6.629891,-32.339735,5.25
2175,7.771167,10.768252,5.25
2176,8.071164,-32.674829,5.25
2177,10.293834,-8.068914,5.25
2178,10.518048,82.558587,5.25
2179,15.630441,40.353433,5.25
2180,17.634871,-54.500434,5.25
2181,18.039736,20.833632,5.25
2182,18.380288,17.826616,5.25
2183,18.762989,74.085553,5.25
2184,19.121703,36.100157,5.25
2185,21.21751,-39.424922,5.25
2186,22.691292,40.225449,5.25
2187,23.059128,67.20921,5.25
2188,2.821544,17.464309,5.26
2189,3.071254,-7.600857,5.26
2190,4.343419,15.095453,5.26
2191,4.344541,65.140441,5.26
2192,5.800065,6.454156,5.26
2193,6.586684,28.022314,5.26
2194,9.238335,-55.569629,5.26
2195,9.301633,-51.050859,5.26
2196,9.970382,12.4448,5.26
2197,10.145223,-65.815438,5.26
2198,10.875236,-57.240405,5.26
2199,11.598771,-47.641643,5.26
2200,11.679742,21.35273,5.26
2201,11.911816,-25.713887,5.26
2202,13.868021,-52.81153,5.26
2203,14.138145,49.458167,5.26
2204,15.490075,-46.732704,5.26
2205,15.608216,10.010176,5.26
2206,16.363536,69.109391,5.26
2207,18.995966,26.230404,5.26
2208,22.064709,63.11992,5.26
2209,1.501695,47.007274,5.27
2210,2.085315,77.281341,5.27
2211,2.21513,-30.723825,5.27
2212,2.525027,2.267182,5.27
2213,2.527834,-79.109382,5.27
2214,3.353784,21.147086,5.27
2215,4.423614,22.199998,5.27
2216,6.328555,-7.822908,5.27
2217,6.789278,-37.929698,5.27
2218,7.560134,15.826662,5.27
2219,8.587658,-58.224735,5.27
2220,9.928612,49.819843,5.27
2221,10.223016,-51.232971,5.27
2222,10.481274,-64.172278,5.27
2223,11.782116,55.62819,5.27
2224,12.713965,-63.058624,5.27
2225,13.445325,-12.707664,5.27
2226,14.905592,-24.642202,5.27
2227,16.340795,-78.667496,5.27
2228,17.026767,33.56827,5.27
2229,17.052419,-53.237028,5.27
2230,18.984928,13.622245,5.27
2231,20.282024,40.365075,5.27
2232,21.848413,-82.718904,5.27
2233,22.083469,62.785671,5.27
2234,22.219501,86.107955,5.27
2235,23.707729,-15.448033,5.27
2236,1.641926,73.04004,5.28
2237,3.94347,50.695381,5.28
2238,4.025569,-1.54966,5.28
2239,4.739205,-59.732733,5.28
2240,5.130111,20.418379,5.28
2241,5.629061,-28.68969,5.28
2242,5.795252,13.899599,5.28
2243,6.128233,-19.165866,5.28
2244,6.496969,-50.239085,5.28
2245,6.780859,-14.425971,5.28
2246,6.859179,21.761148,5.28
2247,8.367918,-73.399985,5.28
2248,8.787496,-1.897033,5.28
2249,9.263832,56.741406,5.28
2250,9.290334,-74.894313,5.28
2251,9.639383,40.239793,5.28
2252,11.762216,-45.690134,5.28
2253,12.014211,-19.658982,5.28
2254,12.330199,48.984148,5.28
2255,15.241435,29.164295,5.28
2256,16.465918,-64.057942,5.28
2257,16.633462,56.01554,5.28
2258,17.447772,-45.84303,5.28
2259,18.566046,-33.01656,5.28
2260,19.296944,11.595422,5.28
2261,19.709447,11.826583,5.28
2262,19.937292,11.423721,5.28
2263,20.323223,-19.118533,5.28
2264,22.409764,-72.255412,5.28
2265,23.766922,-18.67834,5.28
2266,0.167293,-82.224047,5.29
2267,0.202773,-17.938278,5.29
2268,1.760763,-25.05261,5.29
2269,1.993892,64.621602,5.29
2270,2.315831,28.642674,5.29
2271,2.36573,0.395675,5.29
2272,2.469439,29.66933,5.29
2273,4.225862,7.716045,5.29
2274,4.435084,31.438911,5.29
2275,4.800069,56.757183,5.29
2276,5.333062,-12.315585,5.29
2277,5.704221,-34.667812,5.29
2278,5.913916,-52.635481,5.29
2279,6.929702,-22.941439,5.29
2280,7.314243,-26.585854,5.29
2281,9.864732,24.395369,5.29
2282,12.481863,25.912852,5.29
2283,14.247458,10.10061,5.29
2284,18.253585,-20.72827,5.29
2285,18.91323,-87.605843,5.29
2286,21.447668,48.835168,5.29
2287,21.534965,-41.17931,5.29
2288,21.767879,22.94888,5.29
2289,22.079839,-0.906343,5.29
2290,0.68533,39.458664,5.3
2291,2.623425,-52.543086,5.3
2292,2.678075,27.060943,5.3
2293,3.540631,46.056862,5.3
2294,4.712899,-50.481334,5.3
2295,4.715089,43.365138,5.3
2296,5.045279,-71.3143,5.3
2297,6.766499,-14.796127,5.3
2298,7.204392,-40.498808,5.3
2299,7.735254,25.784159,5.3
2300,7.972404,2.224767,5.3
2301,8.129404,21.581816,5.3
2302,8.822702,-3.443023,5.3
2303,9.230059,43.217825,5.3
2304,9.678494,-57.983553,5.3
2305,10.168302,-12.815923,5.3
2306,11.484481,39.336974,5.3
2307,17.389331,-28.142831,5.3
2308,18.319633,24.446059,5.3
2309,19.678717,-16.293268,5.3
2310,19.997595,-34.697799,5.3
2311,20.279746,24.671102,5.3
2312,20.386304,5.342987,5.3
2313,20.971209,22.325908,5.3
2314,20.984577,4.293481,5.3
2315,21.142673,-21.193669,5.3
2316,21.455935,37.116798,5.3
2317,21.704292,5.680137,5.3
2318,23.127575,46.387231,5.3
2319,23.677266,-32.073125,5.3
2320,23.876974,10.94732,5.3
2321,2.226728,51.065818,5.31
2322,2.321337,47.379973,5.31
2323,5.77427,-46.59718,5.31
2324,7.734495,50.433794,5.31
2325,8.897388,-47.520778,5.31
2326,9.282523,-39.401539,5.31
2327,11.264417,13.307578,5.31
2328,11.684171,34.201635,5.31
2329,11.798584,8.245895,5.31
2330,12.234085,-45.723919,5.31
2331,13.236361,-19.930947,5.31
2332,16.528269,-41.817145,5.31
2333,17.50661,-1.062922,5.31
2334,19.164642,-68.424448,5.31
2335,21.262456,-15.1715,5.31
2336,22.415638,-57.797415,5.31
2337,1.177579,68.778621,5.32
2338,3.045076,-7.685472,5.32
2339,3.386997,49.213269,5.32
2340,4.06239,5.435624,5.32
2341,4.620465,0.998314,5.32
2342,5.571326,3.766895,5.32
2343,7.817132,-24.912208,5.32
2344,8.417706,-24.046212,5.32
2345,10.820953,10.545202,5.32
2346,11.707889,66.744906,5.32
2347,12.393174,-35.412677,5.32
2348,13.420568,-64.485144,5.32
2349,14.821959,-14.149022,5.32
2350,14.929085,-33.855785,5.32
2351,15.253154,4.939362,5.32
2352,16.374444,-49.572354,5.32
2353,17.207725,10.585168,5.32
2354,19.864056,-39.874367,5.32
2355,20.03123,-66.943966,5.32
2356,20.186632,-36.101212,5.32
2357,21.049433,-38.631447,5.32
2358,22.839655,-80.123845,5.32
2359,1.094709,21.473181,5.33
2360,4.321301,-44.267919,5.33
2361,4.889659,2.508225,5.33
2362,4.913273,7.779097,5.33
2363,5.131359,8.498429,5.33
2364,8.121678,-20.554342,5.33
2365,8.330274,-71.514906,5.33
2366,8.484654,-47.928923,5.33
2367,8.526592,18.09442,5.33
2368,8.545139,20.441162,5.33
2369,10.771269,-64.514559,5.33
2370,13.287674,13.675751,5.33
2371,18.38141,-36.669556,5.33
2372,18.970763,17.360912,5.33
2373,19.800321,-56.362611,5.33
2374,20.000919,17.516511,5.33
2375,22.238342,-21.074566,5.33
2376,23.557804,22.498775,5.33
2377,2.020759,-30.00183,5.34
2378,2.895168,38.337488,5.34
2379,3.761234,6.049991,5.34
2380,4.326862,21.773491,5.34
2381,5.319783,2.595806,5.34
2382,5.54482,-1.591831,5.34
2383,5.549873,-64.227517,5.34
2384,6.25698,16.143175,5.34
2385,6.362811,53.452179,5.34
2386,6.646995,39.902559,5.34
2387,6.780417,57.169176,5.34
2388,6.884738,59.448543,5.34
2389,7.585778,30.960924,5.34
2390,8.213552,68.474072,5.34
2391,8.842982,-66.792981,5.34
2392,9.40268,-80.786876,5.34
2393,10.391478,-38.009839,5.34
2394,12.077479,-68.328912,5.34
2395,12.137422,-48.692487,5.34
2396,12.932538,-56.835806,5.34
2397,14.413508,-24.80631,5.34
2398,15.696504,12.847528,5.34
2399,16.882796,31.701674,5.34
2400,19.578127,42.412509,5.34
2401,20.894494,-39.809865,5.34
2402,21.835749,17.285851,5.34
2403,22.213284,34.604592,5.34
2404,22.280012,-12.831436,5.34
2405,22.95125,48.684068,5.34
2406,0.845442,64.247549,5.35
2407,0.933747,-11.266526,5.35
2408,1.437573,19.172346,5.35
2409,4.76715,11.705591,5.35
2410,6.109749,38.482644,5.35
2411,6.16639,58.935694,5.35
2412,7.412182,-31.808905,5.35
2413,7.498867,49.672463,5.35
2414,8.683629,45.83401,5.35
2415,9.538688,-40.649335,5.35
2416,13.717698,3.537903,5.35
2417,15.350554,0.715337,5.35
2418,15.910516,43.138567,5.35
2419,16.135439,-26.326679,5.35
2420,16.495091,-46.243229,5.35
2421,16.922825,18.433213,5.35
2422,17.610457,48.585634,5.35
2423,18.938044,-42.710676,5.35
2424,19.211309,-7.939518,5.35
2425,22.336643,-7.821102,5.35
2426,23.365259,31.812465,5.35
2427,23.652316,50.471733,5.35
2428,0.665436,21.438495,5.36
2429,0.775822,15.475504,5.36
2430,1.121838,-61.775289,5.36
2431,2.414987,-60.311947,5.36
2432,2.53595,-1.034896,5.36
2433,4.06941,2.826947,5.36
2434,4.666126,53.473021,5.36
2435,5.558735,-1.156073,5.36
2436,5.856107,-7.518003,5.36
2437,6.214182,65.718422,5.36
2438,6.314051,-9.390018,5.36
2439,7.238906,3.111414,5.36
2440,7.255854,-30.686447,5.36
2441,7.759736,-34.172363,5.36
2442,7.94939,-43.500411,5.36
2443,8.192501,-7.772539,5.36
2444,9.253848,14.941507,5.36
2445,9.728862,14.021692,5.36
2446,10.711269,-59.215759,5.36
2447,10.764416,30.682313,5.36
2448,11.999142,3.655197,5.36
2449,13.383643,-17.735274,5.36
2450,14.754802,-62.875648,5.36
